id,age,employer_type,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,salary_over_50k
4204,26,Private,HS-Graduate,Widowed,Admin,Unmarried,White,Female,0,0,20,0
4205,50,Self-Employed,Associates,Married,Professional,Husband,White,Male,0,0,48,1
4206,41,Private,HS-Graduate,Not-Married,Other,Unmarried,White,Female,0,0,40,0
4209,20,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Male,0,0,35,0
4210,58,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,42,1
4211,41,Federal-Govt,Doctorate,Married,Professional,Husband,White,Male,7688,0,50,1
4212,43,Other-Govt,Associates,Not-Married,Professional,Unmarried,White,Female,0,0,36,0
4213,39,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,1669,40,0
4215,52,Private,HS-Graduate,Widowed,Service,Not-in-family,Native American,Female,0,0,40,0
4217,46,Private,HS-Graduate,Married,Service,Husband,White,Male,0,0,40,0
4219,55,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,48,1
4223,40,Private,HS-Graduate,Not-Married,White-Collar,Not-in-family,White,Female,0,0,40,0
4225,55,Federal-Govt,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
4226,53,Private,Bachelors,Widowed,Professional,Not-in-family,White,Female,0,0,28,0
4228,57,Private,Dropout,Not-Married,Blue-Collar,Unmarried,White,Male,0,1408,40,0
4230,46,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Female,0,0,15,0
4231,64,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,0,0,40,1
4232,18,Private,Dropout,Never-Married,Service,Own-child,Black,Female,0,0,18,0
4234,25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
4235,37,Self-Employed,Bachelors,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,50,0
4236,33,Private,HS-Graduate,Married,Other,Husband,White,Male,0,0,32,0
4238,65,NULL,HS-Graduate,Married,NULL,Husband,White,Male,9386,0,40,1
4240,19,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,0,30,0
4241,37,NULL,HS-Graduate,Never-Married,NULL,Not-in-family,White,Male,0,0,35,0
4244,76,Private,HS-Graduate,Widowed,Admin,Not-in-family,White,Female,0,0,8,0
4245,52,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Female,0,0,40,0
4247,43,Federal-Govt,HS-Graduate,Married,Admin,Wife,White,Female,0,0,35,0
4248,32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,55,0
4249,33,Private,Associates,Married,Service,Wife,Black,Female,0,0,35,0
4250,33,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,0,0,15,0
4256,28,Private,Bachelors,Married,Professional,Husband,White,Male,0,1902,43,1
4257,38,Private,HS-Graduate,Not-Married,Other,Unmarried,Black,Female,0,0,50,0
4258,56,Private,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,0,0,40,0
4259,42,NULL,HS-Graduate,Not-Married,NULL,Not-in-family,White,Female,0,0,18,0
4262,31,Self-Employed,Dropout,Married,Service,Wife,White,Female,0,0,28,0
4265,23,NULL,Dropout,Married,NULL,Wife,White,Female,0,0,40,0
4266,60,Self-Employed,HS-Graduate,Married,Service,Wife,Black,Female,0,0,50,0
4270,71,NULL,Masters,Married,NULL,Husband,White,Male,0,0,8,1
4271,32,Other-Govt,Masters,Never-Married,Professional,Not-in-family,Asian,Female,0,0,40,0
4272,57,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,0
4274,65,NULL,HS-Graduate,Married,NULL,Husband,White,Male,0,0,50,0
4275,42,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,1887,50,1
4276,24,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,40,0
9320,52,Other-Govt,HS-Graduate,Married,Other,Husband,White,Male,0,0,35,0
9321,21,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,0,0,8,0
9324,44,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,0,0,60,0
9327,32,Private,HS-Graduate,Married,Service,Husband,White,Male,0,0,60,0
9328,47,Private,HS-Graduate,Not-Married,Other,Unmarried,Black,Female,0,0,55,0
9332,23,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,15,0
9333,44,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,1
9334,55,Federal-Govt,Masters,Not-Married,White-Collar,Not-in-family,White,Male,0,0,40,1
9335,65,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,60,1
9337,58,Private,Dropout,Married,Other,Husband,White,Male,0,0,35,0
9338,49,Private,Masters,Not-Married,Sales,Unmarried,Other,Female,0,0,20,0
9339,44,Private,Bachelors,Married,Professional,Husband,White,Male,99999,0,40,1
9341,33,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
9343,37,Other-Govt,HS-Graduate,Married,Other,Husband,White,Male,0,0,54,1
9345,28,Private,Masters,Married,Sales,Husband,White,Male,0,0,40,0
9346,27,Private,Masters,Never-Married,Other,Not-in-family,White,Male,0,0,55,0
9347,49,Other-Govt,Bachelors,Married,Professional,Wife,White,Female,0,0,40,1
9348,28,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,0
9349,61,Other-Govt,Dropout,Married,White-Collar,Husband,White,Male,0,0,40,1
9351,20,Other-Govt,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,30,0
9352,40,Private,Prof-School,Married,White-Collar,Husband,White,Male,0,0,50,1
9353,57,Private,Bachelors,Married,White-Collar,Husband,White,Male,7298,0,60,1
9356,31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
9358,68,Private,HS-Graduate,Widowed,Service,Not-in-family,White,Female,0,0,48,0
9359,18,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Female,0,0,19,0
9361,42,NULL,Bachelors,Not-Married,NULL,Not-in-family,White,Female,0,0,12,0
9362,38,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,44,0
9363,19,Private,HS-Graduate,Never-Married,Service,Own-child,White,Male,0,0,37,0
9366,57,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
9367,65,NULL,HS-Graduate,Married,NULL,Husband,White,Male,0,0,10,0
9369,67,Private,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Female,0,0,45,0
9370,28,Private,HS-Graduate,Never-Married,Sales,Other-relative,White,Female,0,0,40,0
9373,32,Private,HS-Graduate,Never-Married,Service,Own-child,White,Female,0,0,15,0
9375,38,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,50,1
11261,46,Other-Govt,HS-Graduate,Not-Married,Admin,Unmarried,Black,Female,0,0,40,0
11263,27,Private,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,0,40,1
11267,54,Private,HS-Graduate,Married,Other,Husband,White,Male,0,0,35,0
11268,33,Private,HS-Graduate,Married,Service,Husband,White,Male,0,1672,50,0
11269,45,Self-Employed,HS-Graduate,Not-Married,Admin,Not-in-family,White,Male,0,0,40,0
11270,28,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,1
11271,26,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,43,0
11273,41,Private,HS-Graduate,Not-Married,White-Collar,Not-in-family,Black,Female,0,0,40,0
11275,38,Private,Masters,Married,Professional,Husband,White,Male,0,0,40,1
11276,26,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,0
11277,49,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Male,0,0,50,0
11278,26,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
11279,43,Self-Employed,HS-Graduate,Never-Married,White-Collar,Own-child,White,Male,0,0,40,0
11280,22,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,0,0,25,0
11283,25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
11284,36,Private,HS-Graduate,Not-Married,Service,Not-in-family,Black,Male,0,0,40,0
11285,25,NULL,HS-Graduate,Never-Married,NULL,Unmarried,Other,Female,0,0,42,0
11286,42,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,0,0,45,0
11287,54,Self-Employed,Associates,Married,Blue-Collar,Husband,White,Male,0,0,16,0
11288,33,Private,Associates,Married,White-Collar,Wife,White,Female,0,0,55,1
11290,48,Private,Bachelors,Married,White-Collar,Husband,White,Male,7688,0,40,1
11293,25,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,0,0,40,0
11294,54,Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,0,0,40,0
11295,47,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
11297,45,Federal-Govt,Masters,Married,White-Collar,Husband,White,Male,7298,0,40,1
11298,22,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,0
11299,27,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Female,0,0,40,0
11300,51,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,0
11302,31,Private,HS-Graduate,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,50,0
11303,59,NULL,HS-Graduate,Married,NULL,Wife,White,Female,7298,0,12,1
11304,36,Private,Masters,Not-Married,White-Collar,Not-in-family,White,Male,0,0,50,1
11305,46,Self-Employed,Associates,Married,Blue-Collar,Husband,White,Male,0,0,48,1
11307,47,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,2829,0,40,0
11309,34,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,48,1
11310,26,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,42,1
11313,56,Self-Employed,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,30,0
11315,35,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,3137,0,40,0
11316,43,Self-Employed,Associates,Married,Sales,Husband,White,Male,0,1887,45,1
3708,48,Private,HS-Graduate,Not-Married,Professional,Not-in-family,White,Female,0,0,50,0
3710,34,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,1974,30,0
3711,37,Private,Dropout,Married,Blue-Collar,Husband,White,Male,5013,0,40,0
3713,44,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,1902,80,1
3714,51,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,1628,40,0
3718,34,Other-Govt,HS-Graduate,Married,Other,Husband,White,Male,0,0,60,0
3719,63,Other-Govt,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,0,0,40,0
3720,47,Federal-Govt,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
3721,62,Private,Dropout,Widowed,Admin,Unmarried,White,Female,0,0,37,0
3722,20,Private,HS-Graduate,Never-Married,Service,Own-child,Black,Female,0,0,18,0
3725,20,NULL,Dropout,Never-Married,NULL,Own-child,Black,Male,0,0,40,0
3726,77,Private,HS-Graduate,Married,Professional,Husband,White,Male,0,0,35,0
3727,50,Other-Govt,Doctorate,Married,Professional,Husband,White,Male,0,0,40,1
3730,17,Private,Dropout,Never-Married,Professional,Own-child,White,Female,0,0,15,0
3731,43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
3732,61,Private,Dropout,Married,Blue-Collar,Wife,White,Female,3456,0,44,0
3735,26,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
3738,35,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,Black,Female,0,0,40,1
3739,23,Private,HS-Graduate,Never-Married,Service,Unmarried,White,Female,0,0,37,0
3740,38,Private,Associates,Not-Married,Other,Not-in-family,White,Female,0,0,40,0
3741,40,Self-Employed,HS-Graduate,Married,Service,Husband,White,Male,0,0,40,0
3743,45,Private,HS-Graduate,Not-Married,Service,Unmarried,White,Female,0,0,32,0
3744,66,NULL,HS-Graduate,Married,NULL,Husband,White,Male,0,0,40,0
3745,24,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,0,36,0
3746,21,NULL,HS-Graduate,Never-Married,NULL,Own-child,Black,Male,0,0,25,0
3749,54,Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,0,0,40,0
3750,46,Private,HS-Graduate,Not-Married,White-Collar,Not-in-family,White,Male,0,0,40,0
3751,29,Other-Govt,Bachelors,Never-Married,Professional,Own-child,Asian,Female,0,0,15,0
3752,24,Private,Dropout,Never-Married,Service,Other-relative,White,Male,0,0,35,0
3753,24,Private,HS-Graduate,Never-Married,Service,Unmarried,White,Female,0,0,30,0
3754,40,Other-Govt,Bachelors,Married,Other,Husband,White,Male,0,0,72,1
3756,35,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,0
3758,50,Private,Masters,Married,Professional,Husband,White,Male,0,0,50,1
3761,25,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,0
3762,31,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,1848,50,1
3763,43,Other-Govt,Prof-School,Never-Married,Professional,Not-in-family,White,Male,0,0,40,1
3764,30,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,48,0
3765,44,Other-Govt,Bachelors,Married,Professional,Other-relative,Black,Female,0,0,40,0
3767,64,Other-Govt,Doctorate,Married,Professional,Husband,White,Male,0,0,50,1
3770,18,Self-Employed,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
3772,40,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,45,0
3773,17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,10,0
3774,33,Private,HS-Graduate,Married,Admin,Wife,White,Female,0,0,40,0
3775,43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
3776,56,Private,HS-Graduate,Not-Married,Blue-Collar,Unmarried,White,Female,0,0,35,0
3777,25,Private,HS-Graduate,Never-Married,Admin,Unmarried,White,Female,0,0,40,0
3779,34,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,1
3780,40,Self-Employed,HS-Graduate,Married,White-Collar,Husband,White,Male,7298,0,65,1
3781,64,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Female,0,0,40,0
3783,44,Private,Masters,Not-Married,White-Collar,Unmarried,White,Male,7430,0,45,1
3784,60,Private,Associates,Married,Blue-Collar,Husband,White,Male,4064,0,40,0
3788,19,Private,HS-Graduate,Never-Married,Sales,Own-child,Black,Female,0,0,20,0
3790,28,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,45,0
3791,25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
3792,49,Private,HS-Graduate,Married,Admin,Husband,White,Male,0,0,40,0
3793,44,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,45,0
3797,39,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,40,1
3305,23,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,40,0
3306,39,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,0,0,50,1
3308,32,Private,HS-Graduate,Married,Service,Husband,White,Male,0,0,40,0
3309,17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,32,0
3311,54,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
3315,17,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,25,0
3316,41,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Male,0,0,40,0
3317,43,Self-Employed,Associates,Not-Married,White-Collar,Unmarried,White,Female,0,0,60,0
3322,36,Private,Bachelors,Married,Sales,Husband,White,Male,0,1902,40,1
3323,31,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,75,0
3324,60,Private,Dropout,Married,Sales,Husband,White,Male,0,1902,70,1
3325,50,Private,Associates,Married,Blue-Collar,Husband,Asian,Male,0,0,40,1
2663,40,Other-Govt,Associates,Married,Blue-Collar,Husband,White,Male,0,0,35,0
2664,65,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,1
2665,31,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,0
2666,32,NULL,Dropout,Married,NULL,Husband,White,Male,0,0,45,0
2668,45,Private,Dropout,Married,Blue-Collar,Other-relative,White,Male,0,0,40,0
2669,70,Private,Masters,Married,Sales,Husband,White,Male,9386,0,4,1
2670,38,Self-Employed,Doctorate,Married,Professional,Husband,White,Male,0,0,50,1
2671,37,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,50,0
2673,34,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,40,1
2674,19,Private,HS-Graduate,Never-Married,Professional,Own-child,White,Female,14084,0,20,1
2676,32,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,5178,0,50,1
2677,32,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
2678,24,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Female,0,0,50,0
2679,35,Private,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,0,0,40,0
2681,28,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
2682,41,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,50,0
2683,38,Private,HS-Graduate,Not-Married,Service,Other-relative,White,Male,0,0,40,0
2684,21,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
2685,31,Other-Govt,HS-Graduate,Not-Married,Other,Other-relative,White,Male,0,0,45,0
2687,28,Other-Govt,HS-Graduate,Not-Married,Admin,Not-in-family,Black,Female,0,0,40,0
2689,23,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,0,0,40,0
